GuardiumVersion,OSName,OSVersion,DatabaseName,DatabaseVersion,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol,Notes
"('11.2', '11.3', '11.4', '11.5', '12')",('AIX'),"('AIX 7.1', 'AIX 7.2')",('Informix'),('Informix 14.1'),Informix Exit KTAP,Informix Exit KTAP,Informix Exit,Informix Exit KTAP,,Informix Exit KTAP,Informix Exit KTAP,Informix Exit KTAP,KTAP,,Yes,NA,Informix Exit supported with 12.10 and higher
"('11.2', '11.3', '11.4', '11.5', '12')",('HPUX'),"('HPUX 11.23 PARISC 11.23 IA64', 'HPUX 11.31 PARISC 11.31 IA64')",('Informix'),('Informix 14.1'),Informix Exit KTAP,Informix Exit KTAP,Informix Exit,Informix Exit KTAP,,Informix Exit KTAP,Informix Exit KTAP,Informix Exit KTAP,KTAP,,Yes,NA,Informix Exit supported with 12.10 and higher
"('11.5', '12')",('AIX'),('AIX 7.3'),('Informix'),('Informix 14.1'),Informix Exit KTAP,Informix Exit KTAP,Informix Exit,Informix Exit KTAP,,Informix Exit KTAP,Informix Exit KTAP,Informix Exit KTAP,KTAP,,Yes,NA,Informix Exit supported with 12.10 and higher
"('11.2', '11.3', '11.4', '11.5', '12')",('Ubuntu'),"('Ubuntu 14.04', 'Ubuntu 16.04', 'Ubuntu 18.04')",('Informix'),('Informix 14.1'),Informix Exit KTAP,Informix Exit KTAP,Informix Exit,Informix Exit ATAP,,Informix Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,Informix Exit KTAP,Informix Exit KTAP,KTAP,,Yes,NA,Informix Exit supported with 12.10 and higher
"('11.2', '11.3', '11.4', '11.5', '12')",('Zlinux'),('Zlinux Ubuntu 18.04'),('Informix'),('Informix 14.1'),Informix Exit KTAP,Informix Exit KTAP,Informix Exit,Informix Exit ATAP,,Informix Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,Informix Exit KTAP,Informix Exit KTAP,KTAP,,Yes,NA,Informix Exit supported with 12.10 and higher
('11.2'),('Debian'),"('Debian 10', 'Debian 11', 'Debian 9.3', 'Debian 9.4')",('Informix'),"('Informix 12.1', 'Informix 14.1')",Informix Exit KTAP,Informix Exit KTAP,Informix Exit,Informix Exit ATAP,,Informix Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,Informix Exit KTAP,KTAP,KTAP,,Yes,NA,Informix Exit supported with 12.10
('11.2'),('Ubuntu'),('Ubuntu 18.04'),('Informix'),('Informix 14.1'),Informix Exit KTAP,Informix Exit KTAP,Informix Exit,Informix Exit ATAP,,Informix Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,Informix Exit KTAP,KTAP,KTAP,,Yes,NA,Informix Exit supported with 12.10 and higher
('11.2'),('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('Informix'),('Informix 14.1'),STAP,STAP,,NA,,STAP,STAP,KTAP,NA,,STAP,TCP,
('11.2'),('Red Hat'),"('Red Hat 7.8', 'Red Hat 8')",('Informix'),"('Informix 12.1', 'Informix 14.1')",Informix Exit KTAP,Informix Exit KTAP,Informix Exit,Informix Exit ATAP,,Informix Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,Informix Exit KTAP,KTAP,KTAP,,Yes,NA,Informix Exit supported with 12.10 Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.4', '11.5', '12')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('Informix'),"('Informix 11.7', 'Informix 12.1', 'Informix 14.1')",STAP,STAP,SSL,NA,,STAP,STAP,NA,NA,,STAP,TCP,
('11.3'),('Windows Server'),('Windows Server 2022'),('Informix'),"('Informix 11.7', 'Informix 12.1', 'Informix 14.1')",STAP,STAP,SSL,NA,,STAP,STAP,NA,NA,,STAP,TCP,
"('11.4', '11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.3', 'MariaDB 10.4', 'MariaDB 10.5', 'MariaDB 10.6', 'MariaDB 10.7', 'MariaDB 11.2', 'MariaDB 5.5', 'MariaDB 5.6')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.3', 'MariaDB 10.4')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('MariaDB'),"('MariaDB 5.5', 'MariaDB 5.6')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.3', '11.4', '11.5', '12')",('Red Hat'),('Red Hat 9'),('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.3', 'MariaDB 10.4', 'MariaDB 10.5')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
('11.3'),('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('MariaDB'),('MariaDB 10.5'),KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.4', '11.5', '12')",('Red Hat'),('Red Hat 9'),('MariaDB'),"('MariaDB 11.2', 'MariaDB 5.5', 'MariaDB 5.6')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
('11.3'),('Red Hat'),('Red Hat 9'),('MariaDB'),"('MariaDB 5.5', 'MariaDB 5.6')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.3', 'MariaDB 10.4', 'MariaDB 10.5', 'MariaDB 10.6', 'MariaDB 10.7', 'MariaDB 11.2')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption SLES 11 PPC64 Big Endian system only
"('11.2', '11.3')",('Suse'),('Suse 11  32bit 64bit'),('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.3', 'MariaDB 10.4')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption SLES 11 PPC64 Big Endian system only
('11.3'),('Suse'),('Suse 11  32bit 64bit'),('MariaDB'),('MariaDB 10.5'),KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption SLES 11 PPC64 Big Endian system only
"('11.4', '11.5', '12')",('Suse'),"('Suse 12  64bit', 'Suse 15  64bit')",('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.3', 'MariaDB 10.4', 'MariaDB 10.5', 'MariaDB 10.6', 'MariaDB 10.7', 'MariaDB 11.2', 'MariaDB 5.5', 'MariaDB 5.6')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption SLES 12 PPC64LE Little Endian system only
"('11.2', '11.3')",('Suse'),"('Suse 11  32bit 64bit', 'Suse 12  64bit', 'Suse 15  64bit')",('MariaDB'),"('MariaDB 5.5', 'MariaDB 5.6')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption SLES 12 PPC64LE Little Endian system only
"('11.2', '11.3')",('Suse'),"('Suse 12  64bit', 'Suse 15  64bit')",('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.3', 'MariaDB 10.4')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption SLES 12 PPC64LE Little Endian system only
"('11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('MariaDB'),"('MariaDB 5.5', 'MariaDB 5.6')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption SLES 12 PPC64LE Little Endian system only
('11.3'),('Suse'),"('Suse 12  64bit', 'Suse 15  64bit')",('MariaDB'),('MariaDB 10.5'),KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,Do not support encryption SLES 12 PPC64LE Little Endian system only
"('11.4', '11.5', '12')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.3', 'MariaDB 10.4', 'MariaDB 10.5', 'MariaDB 10.6', 'MariaDB 10.7', 'MariaDB 11.2', 'MariaDB 5.5', 'MariaDB 5.6')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,
"('11.2', '11.3')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.3', 'MariaDB 10.4')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,
"('11.2', '11.3')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('MariaDB'),"('MariaDB 5.5', 'MariaDB 5.6')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,
('11.3'),('CentOS'),"('CentOS 6x', 'CentOS 7x')",('MariaDB'),('MariaDB 10.5'),KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,
"('11.3', '11.4', '11.5', '12')",('Windows Server'),('Windows Server 2022'),('MariaDB'),"('MariaDB 10.1', 'MariaDB 10.6', 'MariaDB 10.7')",STAP,STAP,,,,STAP,STAP,STAP,STAP,,,NA,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Teradata'),"('Teradata 16.1', 'Teradata 16.2')",Teradata Exit KTAP,,Teradata Exit ATAP,,,Teradata Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,,,Yes,NA,SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Teradata'),"('Teradata 15', 'Teradata 15.1')",Teradata Exit KTAP,,Teradata Exit KTAP,,,Teradata Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,,,Yes,NA,SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 12  64bit'),('Teradata'),"('Teradata 15', 'Teradata 15.1')",Teradata Exit KTAP,,Teradata Exit KTAP,,,Teradata Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,,,Yes,NA,SLES 12 PPC64LE Little Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 12  64bit'),('Teradata'),"('Teradata 16.1', 'Teradata 16.2')",Teradata Exit KTAP,,Teradata Exit ATAP,,,Teradata Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,,,Yes,NA,SLES 12 PPC64LE Little Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 15  64bit'),('Teradata'),"('Teradata 15', 'Teradata 15.1')",KTAP,KTAP,ATAP,,,Teradata Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,,,Yes,NA,SLES 12 PPC64LE Little Endian system only
"('11.3', '11.4', '11.5', '12')",('Suse'),('Suse 15  64bit'),('Teradata'),"('Teradata 16.1', 'Teradata 16.2', 'Teradata 17.2')",Teradata Exit KTAP,Teradata Exit KTAP,Teradata Exit ATAP,,,Teradata Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,,,Yes,NA,SLES 12 PPC64LE Little Endian system only
"('11.3', '11.4', '11.5', '12')",('Suse'),('Suse 12  64bit'),('Teradata'),('Teradata 17.2'),Teradata Exit KTAP,Teradata Exit KTAP,Teradata Exit ATAP,,,Teradata Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,,,Yes,NA,SLES 12 PPC64LE Little Endian system only
('11.2'),('Suse'),('Suse 15  64bit'),('Teradata'),"('Teradata 16.1', 'Teradata 16.2')",Teradata Exit KTAP,Teradata Exit KTAP,Teradata Exit ATAP,,,Teradata Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,,,Yes,NA,SLES 12 PPC64LE Little Endian system only
"('11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Teradata'),('Teradata 17.2'),Teradata Exit KTAP,Teradata Exit KTAP,Teradata Exit ATAP,,,Teradata Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,,,Yes,NA,SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('AIX'),"('AIX 7.1', 'AIX 7.2')",('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,ATAP SSL,,,KTAP ATAP,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,Guardium Client IP and Analyzed Client IP are not supported in Sybase encrypted traffic. 16SP02 and 16SP03 are not supported for SSL connections
"('11.5', '12')",('AIX'),('AIX 7.3'),('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,ATAP SSL,,,KTAP ATAP,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,Guardium Client IP and Analyzed Client IP are not supported in Sybase encrypted traffic. 16SP02 and 16SP03 are not supported for SSL connections
"('11.2', '11.3', '11.4', '11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,ATAP,,KTAP,KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE  Guardium Client IP and Analyzed Client IP are not supported in Sybase encrypted traffic.
"('11.3', '11.4', '11.5', '12')",('Red Hat'),('Red Hat 9'),('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,ATAP,,KTAP,KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE  Guardium Client IP and Analyzed Client IP are not supported in Sybase encrypted traffic.
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,ATAP,,KTAP,KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),"('Suse 12  64bit', 'Suse 15  64bit')",('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,ATAP,,KTAP,KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,SLES 12 PPC64LE Little Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('HPUX'),"('HPUX 11.23 PARISC 11.23 IA64', 'HPUX 11.31 PARISC 11.31 IA64')",('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,,,,KTAP ATAP,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,SSL encryption supported excluding HPUX Guardium Client IP and Analyzed Client IP are not supported in Sybase encrypted traffic 16SP02 and 16SP03 are not supported for SSL connections.
"('11.2', '11.3', '11.4', '11.5', '12')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16')",STAP,STAP,,NA,,STAP,STAP,NA,NA,,,,Windows does not support SSL for Sybase ASE
('11.3'),('Windows Server'),('Windows Server 2022'),('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16')",STAP,STAP,,NA,,STAP,STAP,NA,NA,,,,Windows does not support SSL for Sybase ASE
"('11.2', '11.3', '11.4', '11.5', '12')",('Solaris'),"('Solaris 10', 'Solaris 11.2')",('Sybase ASE'),"('Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,ATAP Sparc only,,,KTAP ATAP,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,
"('11.2', '11.3', '11.4', '11.5', '12')",('Solaris'),"('Solaris 11.3', 'Solaris 11.4')",('Sybase ASE'),('Sybase ASE 16'),KTAP,KTAP,ATAP Sparc only,,,KTAP ATAP,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,
"('11.2', '11.3', '11.4', '11.5', '12')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,ATAP,,KTAP,KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP ATAP ATAP only when configured for real IPs,KTAP,,Yes,NA,
('11.2'),('Red Hat'),"('Red Hat 7.8', 'Red Hat 8')",('Sybase ASE'),"('Sybase ASE 15.7', 'Sybase ASE 16', 'Sybase ASE 16.0')",KTAP,KTAP,ATAP,,KTAP,KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP,KTAP,,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE  Guardium Client IP and Analyzed Client IP are not supported in Sybase encrypted traffic.
"('11.2', '11.3', '11.4', '11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('SAP HANA'),"('SAP HANA 1', 'SAP HANA 2', 'SAP HANA 2.0 SPS 03', 'SAP HANA 2.0 SPS 04')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.4', '11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8', 'Red Hat 9')",('SAP HANA'),"('SAP HANA 2.0 SPS 06', 'SAP HANA 2.0 SPS 07')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8', 'Red Hat 9')",('SAP HANA'),('SAP HANA 2.0 SPS 05'),KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.3', '11.4', '11.5', '12')",('Red Hat'),('Red Hat 9'),('SAP HANA'),"('SAP HANA 1', 'SAP HANA 2', 'SAP HANA 2.0 SPS 03', 'SAP HANA 2.0 SPS 04')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),"('Suse 12  64bit', 'Suse 15  64bit')",('SAP HANA'),"('SAP HANA 1', 'SAP HANA 2', 'SAP HANA 2.0 SPS 03', 'SAP HANA 2.0 SPS 04')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,SLES 12 PPC64LE Little Endian system only
"('11.4', '11.5', '12')",('Suse'),"('Suse 12  64bit', 'Suse 15  64bit')",('SAP HANA'),"('SAP HANA 2.0 SPS 06', 'SAP HANA 2.0 SPS 07')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,SLES 12 PPC64LE Little Endian system only
"('11.5', '12')",('Suse'),"('Suse 12  64bit', 'Suse 15  64bit')",('SAP HANA'),('SAP HANA 2.0 SPS 05'),KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,SLES 12 PPC64LE Little Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('SAP HANA'),"('SAP HANA 1', 'SAP HANA 2', 'SAP HANA 2.0 SPS 03', 'SAP HANA 2.0 SPS 04')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,SSL supported SLES 11 PPC64 Big Endian system only
"('11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('SAP HANA'),"('SAP HANA 2.0 SPS 06', 'SAP HANA 2.0 SPS 07')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,SSL supported SLES 11 PPC64 Big Endian system only
"('11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('SAP HANA'),('SAP HANA 2.0 SPS 05'),KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,SSL supported SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('SAP HANA'),"('SAP HANA 1', 'SAP HANA 2', 'SAP HANA 2.0 SPS 03', 'SAP HANA 2.0 SPS 04')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,
"('11.4', '11.5', '12')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('SAP HANA'),"('SAP HANA 2.0 SPS 06', 'SAP HANA 2.0 SPS 07')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,
"('11.5', '12')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('SAP HANA'),('SAP HANA 2.0 SPS 05'),KTAP,KTAP,,,,KTAP,KTAP,KTAP,,,,NA,
"('11.3', '11.4', '11.5', '12')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019', 'Windows Server 2022')",('MS SQL Server'),('MS SQL Server 2019'),STAP,STAP,STAP,NA,STAP,STAP,STAP,NA,NA,STAP,STAP,TCP NMP,Force Encryption is supported in MS SQL Server 2019.
('11.2'),('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),('MS SQL Server 2019'),STAP,STAP,STAP,NA,STAP,STAP,STAP,NA,NA,STAP,STAP,TCP NMP,Force Encryption is supported in MS SQL Server 2019.
"('11.2', '11.3', '11.4', '11.5', '12')",('Windows Server'),('Windows Server 2016'),('MS SQL Server'),('MS SQL Server 2016'),STAP,STAP,STAP,NA,STAP,STAP,STAP,NA,NA,STAP,STAP,TCP NMP,Both Force Encryption and Always Encrypted are supported.The Always Encryption option in MS SQL Server 2016 and 2017 is supported except for the Redact scrub function. For the Redact scrub function within MSSQL Server 2016 or 2017 Guardium can
"('11.2', '11.3')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),('MS SQL Server 2017'),STAP,STAP,STAP,NA,STAP,STAP,STAP,NA,NA,STAP,STAP,TCP NMP,Both Force Encryption and Always Encrypted are supported.The Always Encryption option in MS SQL Server 2016 and 2017 is supported except for the Redact scrub function. For the Redact scrub function within MSSQL Server 2016 or 2017 Guardium can
"('11.2', '11.3', '11.4', '11.5', '12')",('Windows Server'),('Windows Server 2019'),('MS SQL Server'),('MS SQL Server 2016'),STAP,STAP,STAP,NA,STAP,STAP,STAP,NA,NA,,STAP,TCP NMP,Both Force Encryption and Always Encrypted are supported.The Always Encryption option in MS SQL Server 2016 and 2017 is supported except for the Redact scrub function. For the Redact scrub function within MSSQL Server 2016 or 2017 Guardium can
('11.3'),('Windows Server'),('Windows Server 2022'),('MS SQL Server'),('MS SQL Server 2016'),STAP,STAP,STAP,NA,STAP,STAP,STAP,NA,NA,,STAP,TCP NMP,Both Force Encryption and Always Encrypted are supported.The Always Encryption option in MS SQL Server 2016 and 2017 is supported except for the Redact scrub function. For the Redact scrub function within MSSQL Server 2016 or 2017 Guardium can
"('11.2', '11.3', '11.4', '11.5', '12')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),"('MS SQL Server 2012', 'MS SQL Server 2014')",STAP,STAP,STAP,NA,STAP,STAP,STAP,NA,NA,,STAP,TCP NMP,Force Encryption is supported in MS SQL Server.
('11.3'),('Windows Server'),('Windows Server 2022'),('MS SQL Server'),"('MS SQL Server 2012', 'MS SQL Server 2014')",STAP,STAP,STAP,NA,STAP,STAP,STAP,NA,NA,,STAP,TCP NMP,Force Encryption is supported in MS SQL Server.
"('11.4', '11.5', '12')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('MS SQL Server'),('MS SQL Server 2017'),STAPUC,STAP,STAP,NA,STAP,STAP,STAP,NA,NA,STAP,STAP,TCP NMP,Both Force Encryption and Always Encrypted are supported.The Always Encryption option in MS SQL Server 2016 and 2017 is supported except for the Redact scrub function. For the Redact scrub function within MSSQL Server 2016 or 2017 Guardium can
