GuardiumVersion,OSName,OSVersion,DatabaseName,DatabaseVersion,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol,Notes
"('11.1', '11.2', '11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Greenplum'),"('Greenplum 4.3', 'Greenplum 5.15', 'Greenplum 5.17', 'Greenplum 5.19', 'Greenplum 5.7', 'Greenplum 6')",K-TAP,K-TAP,A-TAP,null,null,"K-TAP, A-TAP (Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,null,N/A,null
"('11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Greenplum'),"('Greenplum 6.7', 'Greenplum 6.9')",K-TAP,K-TAP,A-TAP,null,null,"K-TAP, A-TAP (Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,null,N/A,null
('11'),('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Greenplum'),"('Greenplum 4.3', 'Greenplum 5.15', 'Greenplum 5.17')",K-TAP,K-TAP,A-TAP,null,null,"K-TAP, A-TAP (Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,null,N/A,null
('11'),('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Greenplum'),('Greenplum 5.7'),K-TAP,K-TAP,A-TAP,null,null,"K-TAP, A-TAP (Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,null,N/A,null
('11.4'),('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Greenplum'),('Greenplum 6.10'),K-TAP,K-TAP,A-TAP,null,null,"K-TAP, A-TAP (Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,null,N/A,null
"('11', '11.1', '11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9')",('MemSQL'),"('MemSQL 5.5', 'MemSQL 6', 'MemSQL 6.5', 'MemSQL 6.7', 'MemSQL 6.8')",K-TAP,K-TAP,K-TAP,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3', '11.4')",('Debian'),"('Debian 9.3', 'Debian 9.4')",('MemSQL'),"('MemSQL 5.5', 'MemSQL 6', 'MemSQL 6.5', 'MemSQL 6.7', 'MemSQL 6.8', 'MemSQL 7.0')",K-TAP,K-TAP,K-TAP,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('MemSQL'),('MemSQL 7.0'),K-TAP,K-TAP,K-TAP,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
('11.4'),('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('MemSQL'),"('MemSQL 7.1', 'MemSQL 7.3')",K-TAP,K-TAP,K-TAP,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.1', '11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 8'),('MemSQL'),"('MemSQL 5.5', 'MemSQL 6', 'MemSQL 6.5', 'MemSQL 6.7', 'MemSQL 6.8')",K-TAP,K-TAP,K-TAP,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
('11.4'),('Debian'),"('Debian 9.3', 'Debian 9.4')",('MemSQL'),"('MemSQL 7.1', 'MemSQL 7.3')",K-TAP,K-TAP,K-TAP,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1', '11.2', '11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('MemSQL'),"('MemSQL 5.5', 'MemSQL 6', 'MemSQL 6.5', 'MemSQL 6.7', 'MemSQL 6.8')",K-TAP,K-TAP,K-TAP,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,Yes,N/A,null
"('11.2', '11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('MemSQL'),('MemSQL 7.0'),K-TAP,K-TAP,K-TAP,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,Yes,N/A,null
('11.4'),('CentOS'),"('CentOS 6x', 'CentOS 7x')",('MemSQL'),"('MemSQL 7.1', 'MemSQL 7.3')",K-TAP,K-TAP,K-TAP,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,Yes,N/A,null
"('11.3', '11.4')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Redis'),"('Redis 5.0', 'Redis 6.0')",K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,null
"('11.1', '11.2')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9')",('Redis'),('Redis 5.0'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,null
"('11.1', '11.2', '11.3', '11.4')",('Suse'),"('Suse 11 (32 bit & 64 bit)')",('Redis'),('Redis 5.0'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,null
"('11.3', '11.4')",('Suse'),"('Suse 11 (32 bit & 64 bit)')",('Redis'),('Redis 6.0'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,null
('11.2'),('Red Hat'),('Red Hat 8'),('Redis'),('Redis 5.0'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,null
"('11', '11.1', '11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9')",('Couchbase'),('Couchbase 6'),Double proxy setting,Double proxy setting,Double proxy setting,null,null,Double proxy setting,N/A,null,null,null,null,null,null
"('11.3', '11.4')",('Red Hat'),"('Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Couchbase'),('Couchbase 6.5'),Double proxy setting,Double proxy setting,Double proxy setting,null,null,Double proxy setting,N/A,null,null,null,null,null,null
('11.4'),('Red Hat'),"('Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Couchbase'),('Couchbase 6.6'),Double proxy setting,Double proxy setting,Double proxy setting,null,null,Double proxy setting,N/A,null,null,null,null,null,null
"('11', '11.1', '11.2', '11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Couchbase'),('Couchbase 6'),Double proxy setting,Double proxy setting,Double proxy setting,null,null,Double proxy setting,N/A,null,null,null,null,null,null
"('11.1', '11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 8'),('Couchbase'),('Couchbase 6'),Double proxy setting,Double proxy setting,Double proxy setting,null,null,Double proxy setting,N/A,null,null,null,null,null,null
"('11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Couchbase'),('Couchbase 6.5'),Double proxy setting,Double proxy setting,Double proxy setting,null,null,Double proxy setting,N/A,null,null,null,null,null,null
('11.4'),('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Couchbase'),('Couchbase 6.6'),Double proxy setting,Double proxy setting,Double proxy setting,null,null,Double proxy setting,N/A,null,null,null,null,null,null
('11.4'),('AWS'),('null'),('DynamoDB'),('null'),UC,null,null,null,null,null,null,null,null,null,null,null,null
"('11', '11.1', '11.2', '11.3', '11.4')",('z/OS'),"('z/OS 2.2', 'z/OS 2.3', 'z/OS 2.4')",('IBM DB2 for z/OS'),('IBM DB2 for z/OS 12'),Yes,Yes,N/A,Yes,null,Yes,No,ID propagation is supported,null,null,null,null,null
"('11', '11.1')",('z/OS'),('z/OS 2.1'),('IBM DB2 for z/OS'),('IBM DB2 for z/OS 12'),Yes,Yes,N/A,Yes,null,Yes,No,ID propagation is supported,null,null,null,null,null
"('11', '11.1', '11.2', '11.3', '11.4')",('z/OS'),"('z/OS 2.2', 'z/OS 2.3', 'z/OS 2.4')",('IBM DB2 for z/OS'),('IBM DB2 for z/OS 11'),Yes,Yes,N/A,Yes,null,Yes,No,ID propagation is supported.,null,null,null,null,null
"('11', '11.1')",('z/OS'),('z/OS 2.1'),('IBM DB2 for z/OS'),('IBM DB2 for z/OS 11'),Yes,Yes,N/A,Yes,null,Yes,No,ID propagation is supported.,null,null,null,null,null
"('11', '11.1', '11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9')",('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('Red Hat'),"('Red Hat 5', 'Red Hat 6')",('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11.1', '11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 8'),('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1')",('Red Hat'),('Red Hat 4'),('Oracle RAC'),"('Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
('11.4'),('Red Hat'),('Red Hat 6'),('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1')",('Red Hat'),('Red Hat 4'),('Oracle RAC'),('Oracle RAC 11gR2'),K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,K-TAP,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Suse'),"('Suse 11 (32 bit & 64 bit)')",('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,SLES 11 PPC64 (Big Endian system only); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Suse'),"('Suse 12 (64 bit)', 'Suse 15 (64 bit)')",('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,SLES 12 PPC64LE (Little Endian system only); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('AIX'),"('AIX 6.1', 'AIX 7.1', 'AIX 7.2')",('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,null
('11.4'),('AIX'),"('AIX 7.1', 'AIX 7.2')",('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,null
"('11', '11.1', '11.2', '11.3', '11.4')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,null
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),"('Solaris 11.2', 'Solaris 11.3')",('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic; Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),('Solaris 10'),('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic; Oracle Express (XE) is not supported
"('11', '11.1')",('Solaris'),('Solaris 11.1'),('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic; Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),('Solaris 11.4'),('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,null,"K-TAP, A-TAP",K-TAP,K-TAP,null,null,Yes,N/A,With V11.0 Stap. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic; Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3', '11.4')",('Windows Server'),"('Windows Server 2012', 'Windows Server 2012 R2', 'Windows Server 2016', 'Windows Server 2019')",('Oracle RAC'),"('Oracle RAC 11gR2', 'Oracle RAC 12.1', 'Oracle RAC 12.2', 'Oracle RAC 18c', 'Oracle RAC 19c')",S-TAP,S-TAP,S-TAP (ASO),N/A,null,S-TAP,S-TAP,N/A,N/A,null,S-TAP,"TCP, NMP, BEQ",Oracle SSL is not supported for Windows S-TAP; Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('Suse'),"('Suse 12 (64 bit)', 'Suse 15 (64 bit)')",('Oracle'),"('Oracle 11gR2', 'Oracle 12.1', 'Oracle 12.2', 'Oracle 18c', 'Oracle 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffi; SLES 12 PPC64LE (Little Endian system only); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('Zlinux'),"('Zlinux Suse 12 (64 bit)', 'Zlinux Suse 15 (64 bit)')",('Oracle'),"('Oracle 11gR2', 'Oracle 12.1', 'Oracle 12.2', 'Oracle 18c', 'Oracle 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffi; SLES 12 PPC64LE (Little Endian system only); Oracle Express (XE) is not supported
('11.4'),('Suse'),"('Suse 12 (64 bit)', 'Suse 15 (64 bit)')",('Oracle'),"('Oracle 11gR2', 'Oracle 12.1')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffi; SLES 12 PPC64LE (Little Endian system only); Oracle Express (XE) is not supported
('11.4'),('Zlinux'),"('Zlinux Suse 12 (64 bit)', 'Zlinux Suse 15 (64 bit)')",('Oracle'),"('Oracle 11gR2', 'Oracle 12.1')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffi; SLES 12 PPC64LE (Little Endian system only); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('Red Hat'),"('Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9')",('Oracle'),"('Oracle 12.1', 'Oracle 12.2', 'Oracle 18c', 'Oracle 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('Zlinux'),"('Zlinux Red Hat 7', 'Zlinux Red Hat 7.1', 'Zlinux Red Hat 7.2', 'Zlinux Red Hat 7.3', 'Zlinux Red Hat 7.4', 'Zlinux Red Hat 7.5', 'Zlinux Red Hat 7.6', 'Zlinux Red Hat 7.7', 'Zlinux Red Hat 7.8', 'Zlinux Red Hat 7.9')",('Oracle'),"('Oracle 12.1', 'Oracle 12.2', 'Oracle 18c', 'Oracle 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('Red Hat'),"('Red Hat 5', 'Red Hat 6')",('Oracle'),"('Oracle 12.1', 'Oracle 12.2', 'Oracle 18c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('Zlinux'),"('Zlinux Red Hat 5', 'Zlinux Red Hat 6')",('Oracle'),"('Oracle 12.1', 'Oracle 12.2', 'Oracle 18c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11.1', '11.2', '11.3')",('Red Hat'),('Red Hat 8'),('Oracle'),"('Oracle 12.1', 'Oracle 12.2', 'Oracle 18c', 'Oracle 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11.1', '11.2', '11.3')",('Zlinux'),('Zlinux Red Hat 8'),('Oracle'),"('Oracle 12.1', 'Oracle 12.2', 'Oracle 18c', 'Oracle 19c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
('11.4'),('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Oracle'),('Oracle 12.1'),K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
('11.4'),('Zlinux'),"('Zlinux Red Hat 6', 'Zlinux Red Hat 7', 'Zlinux Red Hat 7.1', 'Zlinux Red Hat 7.2', 'Zlinux Red Hat 7.3', 'Zlinux Red Hat 7.4', 'Zlinux Red Hat 7.5', 'Zlinux Red Hat 7.6', 'Zlinux Red Hat 7.7', 'Zlinux Red Hat 7.8', 'Zlinux Red Hat 7.9', 'Zlinux Red Hat 8')",('Oracle'),('Oracle 12.1'),K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1')",('Red Hat'),('Red Hat 4'),('Oracle'),"('Oracle 11gR2', 'Oracle 12.1', 'Oracle 12.2', 'Oracle 18c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1')",('Zlinux'),('Zlinux Red Hat 4'),('Oracle'),"('Oracle 11gR2', 'Oracle 12.1', 'Oracle 12.2', 'Oracle 18c')",K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('Red Hat'),('Red Hat 5'),('Oracle'),('Oracle 11gR2'),K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
"('11', '11.1', '11.2', '11.3')",('Zlinux'),('Zlinux Red Hat 5'),('Oracle'),('Oracle 11gR2'),K-TAP,K-TAP,"A-TAP (ASO, SSL)",null,K-TAP,"K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,null,null,Yes,N/A,Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic;  Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE); Oracle Express (XE) is not supported
